food_no,category,food,measure,weight_g,water_pct,calories,protein_g,total_fat_g,sat_fat_g,mono_fat_g,poly_fat_g,cholesterol_mg,carbohydrate_g,fiber_g,calcium_mg,iron_mg,potassium_mg,sodium_mg,vit_a_iu,vit_a_re,thiamin_mg,riboflavin_mg,niacin_mg,vit_c_mg
529,Commercially prepared,Fig bar,1 cookie,16,17,56,1,1,0.2,0.5,0.4,0,11,0.7,10,0.5,33,56,5,1,0.03,0.03,0.3,Tr
530,Molasses,Medium,1 cookie,15,6,65,1,2,0.5,1.1,0.3,0,11,0.1,11,1.0,52,69,0,0,0.05,0.04,0.5,0
531,Molasses,"Large (3""-4"" dia)",1 cookie,32,6,138,2,4,1.0,2.3,0.6,0,24,0.3,24,2.1,111,147,0,0,0.11,0.08,1.0,0
532,"Commercially prepared, with","Regular, large",1 cookie,25,6,113,2,5,1.1,2.5,0.6,0,17,0.7,9,0.6,36,96,5,1,0.07,0.06,0.6,Tr
533,"Commercially prepared, with",Soft type,1 cookie,15,11,61,1,2,0.5,1.2,0.3,1,10,0.4,14,0.4,20,52,5,1,0.03,0.03,0.3,Tr
534,"Commercially prepared, with",Fat free,1 cookie,11,13,36,1,Tr,Tr,Tr,0.1,0,9,0.8,4,0.2,23,33,0,0,0.02,0.03,0.1,0
535,"Commercially prepared, with","Prepared from recipe, with raisins (2"" dia)",1 cookie,15,6,65,1,2,0.5,1.0,0.8,5,10,0.5,15,0.4,36,81,96,25,0.04,0.02,0.2,Tr
536,Peanut butter,Commercially prepared,1 cookie,15,6,72,1,4,0.7,1.9,0.8,Tr,9,0.3,5,0.4,25,62,1,Tr,0.03,0.03,0.6,0
537,Peanut butter,"Prepared from recipe, with margarine (3"" dia)",1 cookie,20,6,95,2,5,0.9,2.2,1.4,6,12,0.4,8,0.4,46,104,120,31,0.04,0.04,0.7,Tr
538,"Sandwich type, with creme",Chocolate cookie,1 cookie,10,2,47,Tr,2,0.4,0.9,0.7,0,7,0.3,3,0.4,18,60,Tr,0,0.01,0.02,0.2,0
539,Vanilla cookie,Oval,1 cookie,15,2,72,1,3,0.4,1.3,1.1,0,11,0.2,4,0.3,14,52,0,0,0.04,0.04,0.4,0
540,Vanilla cookie,Round,1 cookie,10,2,48,Tr,2,0.3,0.8,0.8,0,7,0.2,3,0.2,9,35,0,0,0.03,0.02,0.3,0
541,"Shortbread, commercially","Plain (1"" sq)",1 cookie,8,4,40,Tr,2,0.5,1.1,0.3,2,5,0.1,3,0.2,8,36,7,1,0.03,0.03,0.3,0
542,Pecan,"Regular (2"" dia)",1 cookie,14,3,76,1,5,1.1,2.6,0.6,5,8,0.3,4,0.3,10,39,Tr,Tr,0.04,0.03,0.3,0
543,Pecan,Reduced fat,1 cookie,16,5,73,1,3,0.6,1.6,0.4,0,11,0.2,8,0.5,15,55,1,Tr,0.05,0.03,0.4,Tr
544,Sugar,Commercially prepared,1 cookie,15,5,72,1,3,0.8,1.8,0.4,8,10,0.1,3,0.3,9,54,14,4,0.03,0.03,0.4,Tr
545,Sugar,From refrigerated dough,1 cookie,15,5,73,1,3,0.9,2.0,0.4,5,10,0.1,14,0.3,24,70,6,2,0.03,0.02,0.4,0
546,Sugar,"Prepared from recipe, with margarine (3"" dia)",1 cookie,14,9,66,1,3,0.7,1.4,1.0,4,8,0.2,10,0.3,11,69,135,35,0.04,0.04,0.3,Tr
547,Sugar,"Vanilla wafer, lower fat, medium size",1 cookie,4,5,18,Tr,1,0.2,0.3,0.2,2,3,0.1,2,0.1,4,12,1,Tr,0.01,0.01,0.1,0
548,Corn chips,Plain,1 oz,28,1,153,2,9,1.3,2.7,4.7,0,16,1.4,36,0.4,40,179,27,3,0.01,0.04,0.3,0
549,Corn chips,Barbecue flavor,1 oz,28,1,148,2,9,1.3,2.7,4.6,0,16,1.5,37,0.4,67,216,173,17,0.02,0.06,0.5,Tr
550,Cornbread,"Prepared from mix, piece 3"" x 2"" x""",1 piece,60,32,188,4,6,1.6,3.1,0.7,37,29,1.4,44,1.1,77,467,123,26,0.15,0.16,1.2,Tr
551,Cornbread,"Prepared from recipe, with 2% milk, piece 2"" sq x 1""",1 piece,65,39,173,4,5,1.0,1.2,2.1,26,28,1.9,162,1.6,96,428,180,35,0.19,0.19,1.5,Tr
552,"Cornmeal, yellow, dry form",Whole grain,1 cup,122,10,442,10,4,0.6,1.2,2.0,0,94,8.9,7,4.2,350,43,572,57,0.47,0.25,4.4,0
553,"Cornmeal, yellow, dry form","Degermed, enriched",1 cup,138,12,505,12,2,0.3,0.6,1.0,0,107,10.2,7,5.7,224,4,570,57,0.99,0.56,6.9,0
554,"Cornmeal, yellow, dry form","Self rising, degermed, enriched",1 cup,138,10,490,12,2,0.3,0.6,1.0,0,103,9.8,483,6.5,235,1860,570,57,0.94,0.53,6.3,0
555,"Cornmeal, yellow, dry form",Cornstarch,1 tbsp,8,8,30,Tr,Tr,Tr,Tr,Tr,0,7,0.1,Tr,Tr,Tr,1,0,0,0.00,0.00,0.0,0
556,Couscous,Uncooked,1 cup,173,9,650,22,1,0.2,0.2,0.4,0,134,8.7,42,1.9,287,17,0,0,0.28,0.13,6.0,0
557,Couscous,Cooked,1 cup,157,73,176,6,Tr,Tr,Tr,0.1,0,36,2.2,13,0.6,91,8,0,0,0.10,0.04,1.5,0
558,Crackers,"Cheese, 1"" sq",10 crackers,10,3,50,1,3,0.9,1.2,0.2,1,6,0.2,15,0.5,15,100,16,3,0.06,0.04,0.5,0
559,"Graham, plain","2"" sq",2 squares,14,4,59,1,1,0.2,0.6,0.5,0,11,0.4,3,0.5,19,85,0,0,0.03,0.04,0.6,0
560,"Graham, plain",Crushed,1 cup,84,4,355,6,8,1.3,3.4,3.2,0,65,2.4,20,3.1,113,508,0,0,0.19,0.26,3.5,0
561,"Graham, plain","Melba toast, plain",4 pieces,20,5,78,2,1,0.1,0.2,0.3,0,15,1.3,19,0.7,40,166,0,0,0.08,0.05,0.8,0
562,"Graham, plain","Rye wafer, whole grain, plain",1 wafer,11,5,37,1,Tr,Tr,Tr,Tr,0,9,2.5,4,0.7,54,87,1,0,0.05,0.03,0.2,Tr
563,Saltine,Square,4 crackers,12,4,52,1,1,0.4,0.8,0.2,0,9,0.4,14,0.6,15,156,0,0,0.07,0.06,0.6,0
564,Saltine,Oyster type,1 cup,45,4,195,4,5,1.3,2.9,0.8,0,32,1.4,54,2.4,58,586,0,0,0.25,0.21,2.4,0
565,Sandwich type,Wheat with cheese,1 sandwich,7,4,33,1,1,0.4,0.8,0.2,Tr,4,0.1,18,0.2,30,98,5,1,0.03,0.05,0.3,Tr
566,Sandwich type,Cheese with peanut butter,1 sandwich,7,4,34,1,2,0.4,0.8,0.3,Tr,4,0.2,6,0.2,17,69,22,2,0.03,0.02,0.5,Tr
567,Standard snack type,Bite size,1 cup,62,4,311,5,16,2.3,6.6,5.9,0,38,1.0,74,2.2,82,525,0,0,0.25,0.21,2.5,0
568,Standard snack type,Round,4 crackers,12,4,60,1,3,0.5,1.3,1.1,0,7,0.2,14,0.4,16,102,0,0,0.05,0.04,0.5,0
569,Standard snack type,"Wheat, thin square",4 crackers,8,3,38,1,2,0.4,0.9,0.2,0,5,0.4,4,0.4,15,64,0,0,0.04,0.03,0.4,0
570,Standard snack type,Whole wheat,4 crackers,16,3,71,1,3,0.5,0.9,1.1,0,11,1.7,8,0.5,48,105,0,0,0.03,0.02,0.7,0
571,Standard snack type,"Croissant, butter 1 croissant",,57,23,231,5,12,6.6,3.1,0.6,38,26,1.5,21,1.2,67,424,424,106,0.22,0.14,1.2,Tr
572,Standard snack type,"Croutons, seasoned",1 cup,40,4,186,4,7,2.1,3.8,0.9,3,25,2.0,38,1.1,72,495,16,4,0.20,0.17,1.9,0
573,"Danish pastry, enriched",Cheese filled,1 danish,71,31,266,6,16,4.8,8.0,1.8,11,26,0.7,25,1.1,70,320,104,32,0.13,0.18,1.4,Tr
574,"Danish pastry, enriched",Fruit filled,1 danish,71,27,263,4,13,3.5,7.1,1.7,81,34,1.3,33,1.3,59,251,53,16,0.19,0.16,1.4,3
575,Doughnuts,,Cake type 1 hole,14,21,59,1,3,0.5,1.3,1.1,5,7,0.2,6,0.3,18,76,8,2,0.03,0.03,0.3,Tr
576,Doughnuts,,1 medium,47,21,198,2,11,1.7,4.4,3.7,17,23,0.7,21,0.9,60,257,27,8,0.10,0.11,0.9,Tr
577,Doughnuts,"Yeast leavened, glazed 1 hole",,13,25,52,1,3,0.8,1.7,0.4,1,6,0.2,6,0.3,14,44,2,1,0.05,0.03,0.4,Tr
578,Doughnuts,,1 medium,60,25,242,4,14,3.5,7.7,1.7,4,27,0.7,26,1.2,65,205,8,2,0.22,0.13,1.7,Tr
579,Doughnuts,"Eclair, prepared from recipe, 5"" x 2"" x 1"" 1 eclair",,100,52,262,6,16,4.1,6.5,3.9,127,24,0.6,63,1.2,117,337,718,191,0.12,0.27,0.8,Tr
580,"English muffin, plain, enriched",Untoasted,1 muffin,57,42,134,4,1,0.1,0.2,0.5,0,26,1.5,99,1.4,75,264,0,0,0.25,0.16,2.2,0
581,"English muffin, plain, enriched",Toasted,1 muffin,52,37,133,4,1,0.1,0.2,0.5,0,26,1.5,98,1.4,74,262,0,0,0.20,0.14,2.0,Tr
582,French toast,"Prepared from recipe, with 2% milk, fried in margarine",1 slice,65,55,149,5,7,1.8,2.9,1.7,75,16,0.7,65,1.1,87,311,315,86,0.13,0.21,1.1,Tr
583,French toast,"Frozen, ready to heat",1 slice,59,53,126,4,4,0.9,1.2,0.7,48,19,0.7,63,1.3,79,292,110,32,0.16,0.22,1.6,Tr
584,Granola bar,"Hard, plain",1 bar,28,4,134,3,6,0.7,1.2,3.4,0,18,1.5,17,0.8,95,83,43,4,0.07,0.03,0.4,Tr
585,"Soft, uncoated",Chocolate chip,1 bar,28,5,119,2,5,2.9,1.0,0.6,Tr,20,1.4,26,0.7,96,77,12,1,0.06,0.04,0.3,0
586,"Soft, uncoated",Raisin,1 bar,28,6,127,2,5,2.7,0.8,0.9,Tr,19,1.2,29,0.7,103,80,0,0,0.07,0.05,0.3,0
587,"Soft, uncoated","Soft, chocolate-coated, peanut butter",1 bar,28,3,144,3,9,4.8,1.9,0.5,3,15,0.8,31,0.4,96,55,37,10,0.03,0.06,0.9,Tr
588,"Soft, uncoated","Macaroni (elbows), enriched, cooked",1 cup,140,66,197,7,1,0.1,0.1,0.4,0,40,1.8,10,2.0,43,1,0,0,0.29,0.14,2.3,0
589,"Soft, uncoated","Matzo, plain 1 matzo",,28,4,112,3,Tr,0.1,Tr,0.2,0,24,0.9,4,0.9,32,1,0,0,0.11,0.08,1.1,0
590,Blueberry,"Commercially prepared (2"" dia x 2"")",1 muffin,57,38,158,3,4,0.8,1.1,1.4,17,27,1.5,32,0.9,70,255,19,5,0.08,0.07,0.6,1
591,Blueberry,"Prepared from mix (2"" dia x 1"")",1 muffin,50,36,150,3,4,0.7,1.8,1.5,23,24,0.6,13,0.6,39,219,39,11,0.07,0.16,1.1,1
592,Blueberry,"Prepared from recipe, with 2% milk",1 muffin,57,40,162,4,6,1.2,1.5,3.1,21,23,1.1,108,1.3,70,251,80,22,0.16,0.16,1.3,1
593,Blueberry,"Bran with raisins, toaster type, toasted",1 muffin,34,27,106,2,3,0.5,0.8,1.7,3,19,2.8,13,1.0,60,179,58,16,0.07,0.10,0.8,0
594,Corn,"Commercially prepared (2"" dia x 2"")",1 muffin,57,33,174,3,5,0.8,1.2,1.8,15,29,1.9,42,1.6,39,297,119,21,0.16,0.19,1.2,0
595,Corn,"Prepared from mix (2"" dia x 1"")",1 muffin,50,31,161,4,5,1.4,2.6,0.6,31,25,1.2,38,1.0,66,398,105,23,0.12,0.14,1.1,Tr
596,Corn,"Oat bran, commercially prepared (2"" dia x 2"")",1 muffin,57,35,154,4,4,0.6,1.0,2.4,0,28,2.6,36,2.4,289,224,0,0,0.15,0.05,0.2,0
597,Corn,"Noodles, chow mein, canned",1 cup,45,1,237,4,14,2.0,3.5,7.8,0,26,1.8,9,2.1,54,198,38,4,0.26,0.19,2.7,0
598,"Noodles (egg noodles),",Regular,1 cup,160,69,213,8,2,0.5,0.7,0.7,53,40,1.8,19,2.5,45,11,32,10,0.30,0.13,2.4,0
599,"Noodles (egg noodles),",Spinach,1 cup,160,69,211,8,3,0.6,0.8,0.6,53,39,3.7,30,1.7,59,19,165,22,0.39,0.20,2.4,0
600,"Noodles (egg noodles),","NUTRI GRAIN Cereal Bar, fruit filled",1 bar,37,15,136,2,3,0.6,1.9,0.3,0,27,0.8,15,1.8,73,110,750,227,0.37,0.41,5.0,0
601,Oat bran,Uncooked,1 cup,94,7,231,16,7,1.2,2.2,2.6,0,62,14.5,55,5.1,532,4,0,0,1.10,0.21,0.9,0
602,Oat bran,Cooked,1 cup,219,84,88,7,2,0.4,0.6,0.7,0,25,5.7,22,1.9,201,2,0,0,0.35,0.07,0.3,0
603,Oat bran,Oriental snack mix 1 oz (about,cup),28,3,156,5,7,1.1,2.8,3.0,0,15,3.7,15,0.7,93,117,1,0,0.09,0.04,0.9,Tr
604,Oat bran,"Frozen, ready to heat",1 pancake,36,45,82,2,1,0.3,0.4,0.3,3,16,0.6,22,1.3,26,183,36,10,0.14,0.17,1.4,Tr
605,Oat bran,Prepared from complete mix,1 pancake,38,53,74,2,1,0.2,0.3,0.3,5,14,0.5,48,0.6,67,239,12,3,0.08,0.08,0.7,Tr
606,Oat bran,"Prepared from incomplete mix, with 2% milk, egg and oil",1 pancake,38,53,83,3,3,0.8,0.8,1.1,27,11,0.7,82,0.5,76,192,95,27,0.08,0.12,0.5,Tr
607,Standard type,From recipe,1 pie shell,180,10,949,12,62,15.5,27.3,16.4,0,86,3.0,18,5.2,121,976,0,0,0.70,0.50,6.0,0
608,Standard type,From frozen,1 pie shell,126,11,648,6,41,13.3,19.8,5.1,0,62,1.3,26,2.8,139,815,0,0,0.35,0.48,3.1,0
609,Standard type,Graham cracker,1 pie shell,239,4,1181,10,60,12.4,27.2,16.5,0,156,3.6,50,5.2,210,1365,1876,483,0.25,0.42,5.1,0
610,Commercially prepared ( of,Apple,1 piece,117,52,277,2,13,4.4,5.1,2.6,0,40,1.9,13,0.5,76,311,145,35,0.03,0.03,0.3,4
611,Commercially prepared ( of,Blueberry,1 piece,117,53,271,2,12,2.0,5.0,4.1,0,41,1.2,9,0.4,59,380,164,40,0.01,0.04,0.4,3
612,Commercially prepared ( of,Cherry,1 piece,117,46,304,2,13,3.0,6.8,2.4,0,47,0.9,14,0.6,95,288,329,63,0.03,0.03,0.2,1
613,Commercially prepared ( of,Chocolate creme,1 piece,113,44,344,3,22,5.6,12.6,2.7,6,38,2.3,41,1.2,144,154,0,0,0.04,0.12,0.8,0
614,Commercially prepared ( of,Coconut custard,1 piece,104,49,270,6,14,6.1,5.7,1.2,36,31,1.9,84,0.8,182,348,114,28,0.09,0.15,0.4,1
615,Commercially prepared ( of,Lemon meringue,1 piece,113,42,303,2,10,2.0,3.0,4.1,51,53,1.4,63,0.7,101,165,198,59,0.07,0.24,0.7,4
616,Commercially prepared ( of,Pecan,1 piece,113,19,452,5,21,4.0,12.1,3.6,36,65,4.0,19,1.2,84,479,198,53,0.10,0.14,0.3,1
617,Commercially prepared ( of,Pumpkin,1 piece,109,58,229,4,10,1.9,4.4,3.4,22,30,2.9,65,0.9,168,307,3743,405,0.06,0.17,0.2,1
618,Prepared from recipe ( of,Apple,1 piece,155,47,411,4,19,4.7,8.4,5.2,0,58,3.6,11,1.7,122,327,90,19,0.23,0.17,1.9,3
619,Prepared from recipe ( of,Blueberry,1 piece,147,51,360,4,17,4.3,7.5,4.5,0,49,3.6,10,1.8,74,272,62,6,0.22,0.19,1.8,1
620,Prepared from recipe ( of,Cherry,1 piece,180,46,486,5,22,5.4,9.6,5.8,0,69,3.5,18,3.3,139,344,736,86,0.27,0.23,2.3,2
621,Prepared from recipe ( of,Lemon meringue,1 piece,127,43,362,5,16,4.0,7.1,4.2,67,50,0.7,15,1.3,83,307,203,56,0.15,0.20,1.2,4
622,Prepared from recipe ( of,Pecan,1 piece,122,20,503,6,27,4.9,13.6,7.0,106,64,2.2,39,1.8,162,320,410,109,0.23,0.22,1.0,Tr
623,Prepared from recipe ( of,Pumpkin,1 piece,155,59,316,7,14,4.9,5.7,2.8,65,41,2.9,146,2.0,288,349,11833,1212,0.14,0.31,1.2,3
624,Prepared from recipe ( of,"Fried, cherry",1 pie,128,38,404,4,21,3.1,9.5,6.9,0,55,3.3,28,1.6,83,479,220,22,0.18,0.14,1.8,2
625,Popcorn,"Air popped, unsalted",1 cup,8,4,31,1,Tr,Tr,0.1,0.2,0,6,1.2,1,0.2,24,Tr,16,2,0.02,0.02,0.2,0
626,Popcorn,"Oil popped, salted",1 cup,11,3,55,1,3,0.5,0.9,1.5,0,6,1.1,1,0.3,25,97,17,2,0.01,0.01,0.2,Tr
627,Caramel coated,With peanuts,1 cup,42,3,168,3,3,0.4,1.1,1.4,0,34,1.6,28,1.6,149,124,27,3,0.02,0.05,0.8,0
628,Caramel coated,Without peanuts,1 cup,35,3,152,1,5,1.3,1.0,1.6,2,28,1.8,15,0.6,38,73,18,4,0.02,0.02,0.8,0
629,Caramel coated,Cheese flavor,1 cup,11,3,58,1,4,0.7,1.1,1.7,1,6,1.1,12,0.2,29,98,27,5,0.01,0.03,0.2,Tr
630,Caramel coated,Popcorn cake,1 cake,10,5,38,1,Tr,Tr,0.1,0.1,0,8,0.3,1,0.2,33,29,7,1,0.01,0.02,0.6,0
631,"Pretzels, made with enriched","Stick, 2"" long",10 pretzels,3,3,11,Tr,Tr,Tr,Tr,Tr,0,2,0.1,1,0.1,4,51,0,0,0.01,0.02,0.2,0
632,"Pretzels, made with enriched","Twisted, regular",10 pretzels,60,3,229,5,2,0.5,0.8,0.7,0,48,1.9,22,2.6,88,1029,0,0,0.28,0.37,3.2,0
633,"Pretzels, made with enriched","Twisted, dutch, 2"" x 2""",1 pretzel,16,3,61,1,1,0.1,0.2,0.2,0,13,0.5,6,0.7,23,274,0,0,0.07,0.10,0.8,0
634,Rice,"Brown, long grain, cooked",1 cup,195,73,216,5,2,0.4,0.6,0.6,0,45,3.5,20,0.8,84,10,0,0,0.19,0.05,3.0,0
635,Regular,Raw,1 cup,185,12,675,13,1,0.3,0.4,0.3,0,148,2.4,52,8.0,213,9,0,0,1.07,0.09,7.8,0
636,Regular,Cooked,1 cup,158,68,205,4,Tr,0.1,0.1,0.1,0,45,0.6,16,1.9,55,2,0,0,0.26,0.02,2.3,0
637,Regular,"Instant, prepared",1 cup,165,76,162,3,Tr,0.1,0.1,0.1,0,35,1.0,13,1.0,7,5,0,0,0.12,0.08,1.5,0
638,Parboiled,Raw,1 cup,185,10,686,13,1,0.3,0.3,0.3,0,151,3.1,111,6.6,222,9,0,0,1.10,0.13,6.7,0
639,Parboiled,Cooked,1 cup,175,72,200,4,Tr,0.1,0.1,0.1,0,43,0.7,33,2.0,65,5,0,0,0.44,0.03,2.5,0
640,Parboiled,"Wild, cooked",1 cup,164,74,166,7,1,0.1,0.1,0.3,0,35,3.0,5,1.0,166,5,0,0,0.09,0.14,2.1,0
641,Parboiled,"Rice cake, brown rice, plain",1 cake,9,6,35,1,Tr,0.1,0.1,0.1,0,7,0.4,1,0.1,26,29,4,Tr,0.01,0.01,0.7,0
642,Parboiled,RICE KRISPIES Treat Squares,1 bar,22,6,91,1,2,0.3,0.6,1.1,0,18,0.1,1,0.5,9,77,200,60,0.15,0.18,2.0,0
643,Rolls,Dinner,1 roll,28,32,84,2,2,0.5,1.0,0.3,Tr,14,0.8,33,0.9,37,146,0,0,0.14,0.09,1.1,Tr
644,Rolls,Hamburger or hotdog,1 roll,43,34,123,4,2,0.5,0.4,1.1,0,22,1.2,60,1.4,61,241,0,0,0.21,0.13,1.7,Tr
645,Rolls,"Hard, kaiser",1 roll,57,31,167,6,2,0.3,0.6,1.0,0,30,1.3,54,1.9,62,310,0,0,0.27,0.19,2.4,0
646,"Spaghetti, cooked",Enriched,1 cup,140,66,197,7,1,0.1,0.1,0.4,0,40,2.4,10,2.0,43,1,0,0,0.29,0.14,2.3,0
647,"Spaghetti, cooked",Whole wheat,1 cup,140,67,174,7,1,0.1,0.1,0.3,0,37,6.3,21,1.5,62,4,0,0,0.15,0.06,1.0,0
648,"Sweet rolls, cinnamon","Commercial, with raisins",1 roll,60,25,223,4,10,1.8,2.9,4.5,40,31,1.4,43,1.0,67,230,129,38,0.19,0.16,1.4,1
649,"Sweet rolls, cinnamon","Refrigerated dough, baked, with frosting",1 roll,30,23,109,2,4,1.0,2.2,0.5,0,17,0.6,10,0.8,19,250,1,0,0.12,0.07,1.1,Tr
650,Mono- Poly-,"Taco shell, baked",1 medium,13,6,62,1,3,0.4,1.2,1.1,0,8,1.0,21,0.3,24,49,0,0,0.03,0.01,0.2,0
651,Mono- Poly-,"Tapioca, pearl, dry",1 cup,152,11,544,Tr,Tr,Tr,Tr,Tr,0,135,1.4,30,2.4,17,2,0,0,0.01,0.00,0.0,0
652,Toaster pastries,Brown sugar cinnamon,1 pastry,50,11,206,3,7,1.8,4.0,0.9,0,34,0.5,17,2.0,57,212,493,112,0.19,0.29,2.3,Tr
653,Toaster pastries,Chocolate with frosting,1 pastry,52,13,201,3,5,1.0,2.7,1.1,0,37,0.6,20,1.8,82,203,500,NA,0.16,0.16,2.0,0
654,Toaster pastries,Fruit filled,1 pastry,52,12,204,2,5,0.8,2.2,2.0,0,37,1.1,14,1.8,58,218,501,2,0.15,0.19,2.0,Tr
655,Toaster pastries,Low fat,1 pastry,52,12,193,2,3,0.7,1.7,0.5,0,40,0.8,23,1.8,34,131,494,49,0.15,0.29,2.0,2
656,Plain,Regular,1 oz,28,2,142,2,7,1.4,4.4,1.0,0,18,1.8,44,0.4,56,150,56,6,0.02,0.05,0.4,0
657,Plain,"Low fat, baked",10 chips,14,2,54,2,1,0.1,0.2,0.4,0,11,0.7,22,0.2,37,57,52,6,0.03,0.04,0.1,Tr
658,Nacho flavor,Regular,1 oz,28,2,141,2,7,1.4,4.3,1.0,1,18,1.5,42,0.4,61,201,105,12,0.04,0.05,0.4,1
659,Nacho flavor,"Light, reduced fat",1 oz,28,1,126,2,4,0.8,2.5,0.6,1,20,1.4,45,0.5,77,284,108,12,0.06,0.08,0.1,Tr
660,"Tortillas, ready to cook (about",Corn,1 tortilla,26,44,58,1,1,0.1,0.2,0.3,0,12,1.4,46,0.4,40,42,0,0,0.03,0.02,0.4,0
661,"Tortillas, ready to cook (about",Flour,1 tortilla,32,27,104,3,2,0.6,1.2,0.3,0,18,1.1,40,1.1,42,153,0,0,0.17,0.09,1.1,0
662,"Waffles, plain","Prepared from recipe, 7"" dia",1 waffle,75,42,218,6,11,2.1,2.6,5.1,52,25,0.7,191,1.7,119,383,171,49,0.20,0.26,1.6,Tr
663,"Waffles, plain","Frozen, toasted, 4"" dia",1 waffle,33,42,87,2,3,0.5,1.1,0.9,8,13,0.8,77,1.5,42,260,400,120,0.13,0.16,1.5,0
664,"Waffles, plain","Low fat, 4"" dia",1 waffle,35,43,83,2,1,0.3,0.4,0.4,9,15,0.4,20,1.9,50,155,506,NA,0.31,0.26,2.6,0
665,"All purpose, enriched","Sifted, spooned",1 cup,115,12,419,12,1,0.2,0.1,0.5,0,88,3.1,17,5.3,123,2,0,0,0.90,0.57,6.8,0
666,"All purpose, enriched","Unsifted, spooned",1 cup,125,12,455,13,1,0.2,0.1,0.5,0,95,3.4,19,5.8,134,3,0,0,0.98,0.62,7.4,0
667,"All purpose, enriched","Bread, enriched",1 cup,137,13,495,16,2,0.3,0.2,1.0,0,99,3.3,21,6.0,137,3,0,0,1.11,0.70,10.3,0
668,"All purpose, enriched","Cake or pastry flour, enriched, unsifted, spooned",1 cup,137,13,496,11,1,0.2,0.1,0.5,0,107,2.3,19,10.0,144,3,0,0,1.22,0.59,9.3,0
669,"All purpose, enriched","Self rising, enriched, unsifted, spooned",1 cup,125,11,443,12,1,0.2,0.1,0.5,0,93,3.4,423,5.8,155,1588,0,0,0.84,0.52,7.3,0
670,"All purpose, enriched","Whole wheat, from hard wheats, stirred, spooned",1 cup,120,10,407,16,2,0.4,0.3,0.9,0,87,14.6,41,4.7,486,6,0,0,0.54,0.26,7.6,0
671,"All purpose, enriched","Wheat germ, toasted, plain",1 tbsp,7,6,27,2,1,0.1,0.1,0.5,0,3,0.9,3,0.6,66,Tr,0,0,0.12,0.06,0.4,Tr
672,"Almonds, shelled",Sliced,1 cup,95,5,549,20,48,3.7,30.5,11.6,0,19,11.2,236,4.1,692,1,10,1,0.23,0.77,3.7,0
673,"Almonds, shelled",Whole,1 oz (24 nuts),28,5,164,6,14,1.1,9.1,3.5,0,6,3.3,70,1.2,206,Tr,3,Tr,0.07,0.23,1.1,0
674,Cooked,Black,1 cup,172,66,227,15,1,0.2,0.1,0.4,0,41,15.0,46,3.6,611,2,10,2,0.42,0.10,0.9,0
675,Cooked,Great Northern,1 cup,177,69,209,15,1,0.2,Tr,0.3,0,37,12.4,120,3.8,692,4,2,0,0.28,0.10,1.2,2
676,Cooked,"Kidney, red",1 cup,177,67,225,15,1,0.1,0.1,0.5,0,40,13.1,50,5.2,713,4,0,0,0.28,0.10,1.0,2
677,Cooked,"Lima, large",1 cup,188,70,216,15,1,0.2,0.1,0.3,0,39,13.2,32,4.5,955,4,0,0,0.30,0.10,0.8,0
678,Cooked,Pea (navy),1 cup,182,63,258,16,1,0.3,0.1,0.4,0,48,11.6,127,4.5,670,2,4,0,0.37,0.11,1.0,2
679,Cooked,Pinto,1 cup,171,64,234,14,1,0.2,0.2,0.3,0,44,14.7,82,4.5,800,3,3,0,0.32,0.16,0.7,4
680,Baked beans,Plain or vegetarian,1 cup,254,73,236,12,1,0.3,0.1,0.5,0,52,12.7,127,0.7,752,1008,434,43,0.39,0.15,1.1,8
681,Baked beans,With frankfurters,1 cup,259,69,368,17,17,6.1,7.3,2.2,16,40,17.9,124,4.5,609,1114,399,39,0.15,0.15,2.3,6
682,Baked beans,With pork in tomato sauce,1 cup,253,73,248,13,3,1.0,1.1,0.3,18,49,12.1,142,8.3,759,1113,314,30,0.13,0.12,1.3,8
683,Baked beans,With pork in sweet sauce,1 cup,253,71,281,13,4,1.4,1.6,0.5,18,53,13.2,154,4.2,673,850,288,28,0.12,0.15,0.9,8
684,Baked beans,"Kidney, red",1 cup,256,77,218,13,1,0.1,0.1,0.5,0,40,16.4,61,3.2,658,873,0,0,0.27,0.23,1.2,3
685,Baked beans,"Lima, large",1 cup,241,77,190,12,Tr,0.1,Tr,0.2,0,36,11.6,51,4.4,530,810,0,0,0.13,0.08,0.6,0
686,Baked beans,White,1 cup,262,70,307,19,1,0.2,0.1,0.3,0,57,12.6,191,7.8,1189,13,0,0,0.25,0.10,0.3,0
687,"Black eyed peas, dry",Cooked,1 cup,172,70,200,13,1,0.2,0.1,0.4,0,36,11.2,41,4.3,478,7,26,3,0.35,0.09,0.9,1
688,"Black eyed peas, dry","Canned, solids and liquid",1 cup,240,80,185,11,1,0.3,0.1,0.6,0,33,7.9,48,2.3,413,718,31,2,0.18,0.18,0.8,6
689,"Black eyed peas, dry","Brazil nuts, shelled",1 oz (6-8 nuts),28,3,186,4,19,4.6,6.5,6.8,0,4,1.5,50,1.0,170,1,0,0,0.28,0.03,0.5,Tr
690,"Black eyed peas, dry",Carob flour,1 cup,103,4,229,5,1,0.1,0.2,0.2,0,92,41.0,358,3.0,852,36,14,1,0.05,0.47,2.0,Tr
691,"Cashews, salted",Dry roasted,1 oz,28,2,163,4,13,2.6,7.7,2.2,0,9,0.9,13,1.7,160,181,0,0,0.06,0.06,0.4,0
